"Compiled from boardgamegeek.com by Matt Borthwick",gameID,rating,comment
7477,171,6,"Killed any desire to play when I was younger, playing this when nothing else was available.  Would rather play Go at this point."
58545,42,9,"-  An innovative, original design and a classic of early Euro. It is already 10 years old, but it feels as fresh as ever. This is one game whose mechanics don't easily lend themselves to copying. Knizia's best, and deservedly at #2 right behind Puerto Rico. Although, depending on my mood Caylus could occupy the #2 position sometimes.  How about a draw at #2 for both?  This is a good example of why any single list of ""Best of..."" anything can not tell the whole story and can even be misleading.  Back to the game... yes, one of my all-time favorites. With two, it is as engaging as Chess.  There are two reasons I have not given it a 10. The first is the small amount of luck introduced when drawing tiles. The second is the player-induced chaos present in 4-player games (and to a lesser degree in 3-player games). Nonetheless, it is indisputably a masterpiece.   - "
190350,14996,6.5,"Somehow I just don't get this game."
147030,98,8,"This is the one that got me into strategy board gaming."
102660,521,10,"Neat idea for a game and those beautiful boards you see! Man... Crokinole involves dexterity in a way I enjoy so much, encouraging partnerships but a rude competition also, absolutely one of the best games I've played, with easy but straight forward rules, a pretty fast and addictive gameplay and a fun element very difficult to match. It's great at 2 or 4 players, 3 not so much.  "
191984,18,7,"> 6 player recommended"
11326,110327,9,"Great game! "
26194,155362,6.5,"Pleasant game, nice concept that you can relate to and get into your character's skin easily, no matter how thin that skin actually is. Nice components and unique gameplay. You just have to be in the right kinda mood with the right kinda crew, since the strategy and tactics notions are somewhat out the window."
33504,131357,8,"2014 Kickstarter combo with Coup: Reformation"
84501,1465,10,"FAMILY   Apparently this is like Oh, Hell! A fun bidding and trick-taking game that's very easy to teach and learn. Great for travel or lunchtime gaming. I could play this all the time, but I can't find the people to play with!  Recommended for 3-6 players (best 4-5). 45 mins."
91652,31730,7,"First 3p game was so good I bought it immediately.   Very excited to play 4/5p.  Simple mechanics leads to immense depth.  If replay holds up (which I expect it will), could easily be a top 10 game for me.  Standing by for more plays until rating is set."
16548,11170,5,"I may end up liking this more, but my first playing was so so.  The production is insane in a good way.  The game is OK.  I prefer BattleBall."
128761,2952,2.5,"I'm very good at this game; and find it quite boring."
29877,12,4,"I played a 4 player game and thought it was very stale and very dry.  Graphic and theme was not very original. The person in the game who was bidding high for everything won the game, so I was a bid disappointed with the gameplay."
167185,110327,8,"I used to play DnD with some friends and so that made the theme more enjoyable. If your group is the kind of people that would bash on the theme they might not like the fact of playing but that doesn't mean they wouldn't enjoy this solid game. It was my first worker placement game I played and I liked the feel of the game. It is easy to learn and every time you play it can bring a different strategy that can be played depending on your Lord,buildings & quests that appeared. While the rulebook & cards can be really thematic the Adventurers components lack it and are just colored cubes. If you like/love this game I recommend investing in some DnDeeples."
67009,258,6,"Plain and totally random fun for the entire family.  A great ""filler"" that plays fast and is totally unpredictable. "
170341,24068,7,"Z-Man edition that comes with the expansion characters."
154918,822,8,"I bought this game when I went to the store to get Galaxy Trucker and they didn't have it.  My wife and I like it a lot.  I was hoping she'd like it as much as Pandemic, but not quite.  I want to give this higher than an 8 as it's like an 8.5.  Very solid game, and it's fast, even faster than Pandemic."
189543,28720,6,"I didn't like it when tons of stuff vanished from off the board in Rise of Empires and I don't like it here, either.  "
13290,173,5,"I understand why people like this, but any game which you need to play that often to make it good needs to be better than this game is."
117489,73439,8,"The best debut game from a company I can recall.  The best deep (gamer’s game) dice game I can think of, even ahead of Yspahan.  The choice of which dice to use is tense, knowing the ones you don’t chose will probably be gone by the time you have another turn.  The cost of using your opponents’ dice is well pitched.  The adequate income means you can survive with few dice.  Alternatively invest in more dice by bringing in new workers, but forgo current actions.  The restriction on expelling existing workers - not more than one of an opponent's from each location, is also pitched well, as is the method with either direct replacement or a queuing system depending on the location.  There are so many other nice and original ideas it was a delight to play.  Probably my favourite and the most original Essen 2010 game, even ahead of Civilisation, 7 Wonders and Key Market.  Looking forward to further plays. Recommended."
